歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
街道MV,JJ陆,"
				节奏正在跳跃 音乐在狂叫 要我们Get down Get down
天黑不睡觉 天亮还在耗 日夜早颠倒 颠倒
霓虹灯在闪耀 对拍着心跳 要我们Get down Get down
不同的颜色 混搭得出色 这就是街道 街道

谁主角 路人彼此在扫描 哪一招 裤管卷的很花俏
哇靠（哇唠） 在玻璃橱窗 瞪着限量公仔 却买不到

又跌倒 滑板功力还没到 安全帽 流汗总比流血好
美眉 手机拿很高 用力嘟着小嘴 拍大头照

这是我们的街道 潮流变换的符号
混搭自己的味道 谁要跟风就 统统逊掉
潮牌就（是）该炫耀 耍帅就耍到爆
让我们大声叫 为这个城市尖叫 Come on


制作人：林俊杰、林子钦
配唱制作：吴剑泓
和声编写：林俊杰
和声：林俊杰
录音室：The Link（台北）
录音师：吴剑泓
混音室：Blue Moon Studio（加利福尼亚州）
混音师：Joe Vannelli with 林俊杰、吴剑泓
OP：大潮音乐经纪有限公司/Touch Music Publishing Pte Ltd., Compass
SP：大潮音乐经纪有限公司
TWB670805208
				",林俊杰,林子钦 / Mr Mars,林俊杰,任忠强 / 林子钦 / 林俊杰,78,13
主角MV,JJ陆,"
				林俊杰 - 主角
作词：Jeff/Luke/DonP/Suffa+Mr Mars
作曲：林俊杰
专辑 - JJ陆

金字塔不能没有法老王 万里长城不能没有秦始皇
你们都需要这一堂课 就像古典音乐需要肖邦
摇滚乐不能没有披头四 就像Hip Hop不能没有麻吉帮
这个舞台不能没有人发光 所以现在让我们来点亮

这个地方 我称王 这个地方 我释放
曾经我对生命对未来对世界也有点迷惘
终于我发现唯一方向 找回自我在这舞台上

滴滴嗒 滴滴嗒 加快心跳 黑压压 黑压压 正热闹
我们今晚 当主角
劈劈啪 劈劈啪 不留片甲 霎那那 霎那那 灯光下
谁领风骚 还看今朝

甩 用力甩 用力甩开了单调
摇 慢慢摇 尽情摇（人人都 能为 自己骄傲）
爱 永远爱 这感觉无法取代
跳 心在跳 这一秒（High 到最高 我今晚当主角）

我是加百利属于天堂 我是阿姆斯壮需要踏上月亮
鼓声已敲响 箭在弦上
聚光灯就是炙热太阳 我的好戏请你慢慢欣赏
准备好张开我翅膀 准备好往天空飞翔

我的宿命 已决定方向 我不会停下 也不会退让
我是王维 属于那故乡 我是赵云 属于沙场
若我是个顽童 舞台就是我的游乐场
台下的掌声给了我力量 台上的我因你而坚强

滴滴嗒 滴滴嗒 加快心跳 黑压压 黑压压 正热闹
我们今晚 当主角
劈劈啪 劈劈啪 不留片甲 霎那那 霎那那 灯光下
谁领风骚 还看今朝

甩 用力甩 用力甩开了单调
摇 慢慢摇 尽情摇（人人都 能为 自己骄傲）
爱 永远爱 这感觉无法取代
跳 心在跳 这一秒（High 到最高 我今晚当主角）

甩 用力甩 用力甩甩甩~
摇 慢慢摇 尽情摇
爱 永远爱 这感觉无法取代
跳 心在跳 这一秒（High 到最高 我今晚当主角）
				",林俊杰,Jeff / Luke / DonP / Suffa / Mr Mars,林俊杰,Chris Wiebe,49,20
我还想她MV,JJ陆,"
				泪水将我淹没到底谁该难过 
究竟是谁放掉这段感情 

我才终于明白办不到的承诺 
就成了枷锁 
现实中幸福永远缺货 

请告诉她我不爱她 
笑着难过自我惩罚 
想终止这一切挣扎 
横了心说真心谎话 

别告诉她我还想她 
恨总比爱容易放下 
当泪水堵住了胸口 
就让沉默代替所有回答 

我才终于明白办不到的承诺 
就成了枷锁 
现实中幸福永远缺货 

请告诉她我不爱她 
笑着难过自我惩罚 
想终止这一切挣扎 
横了心说真心谎话 

别告诉她我还想她 
恨总比爱容易放下 
当泪水堵住了胸口 
就让沉默代替所有回答 

我不爱我不痛我不懂 
我的心早已掏空 
真心话言不由衷 

请告诉她我不爱她 
笑着难过自我惩罚 
想终止这一切挣扎 
横了心说真心谎话 

别告诉她我还想她 
恨总比爱容易放下 
当泪水堵住了胸口 
就让沉默代替所有回答 

别告诉她我还想她 
就让沉默代替所有回答
				",林俊杰,邢增华,林俊杰,吴庆隆,768,494
点一把火炬MV,JJ陆,"
				天上的星星　有多少　数不清
承诺和许愿　又多少能兑现
雨后的彩虹　是真实　还是梦
悲伤和快乐　可以自己选择

忙忙碌碌转呀转　盲盲目目从早到晚
喧喧闹闹是与非　伤痕累累学会谦卑
听过自己哭泣　才懂得　珍惜

点一把火炬　让爱和生命延续
用心用呼吸感应　在黑暗中照亮风雨
脆弱的世界　人变得坚强　因为有梦想
让爱翻越所有围墙　点燃每一个心房
照亮我们　共同的家

天上的星星　有多少　数不清
承诺和许愿　又多少能兑现
雨后的彩虹　是真实　还是梦
悲伤和快乐　可以自己选择

忙忙碌碌转呀转　盲盲目目从早到晚
喧喧闹闹是与非　伤痕累累学会谦卑
听过自己哭泣　才会懂得　珍惜
点一把火炬　让爱和生命延续
用心用呼吸感应　在黑暗中照亮风雨
脆弱的世界　人变得坚强　因为有梦想
让爱翻越所有围墙　点燃每一个心房
照亮我们　共同的家

点一把火炬　让爱和生命延续
用心用呼吸感应　在黑暗中照亮风雨
脆弱的世界　人变得坚强　因为有梦想
让爱翻越所有围墙　点燃每个心房
照亮我们　共同的家
照亮你我　的家
				",林俊杰,许环良 / 邢增华,林俊杰,,70,18
"期待爱MV2008""可爱多""广告曲",JJ陆,"
				My Life 一直在等待
空荡的口袋 想在里面放一份爱
Why 总是被打败 真的好无奈
其实我实实在在 不管帅不帅

想要找回来 自己的节拍
所以这一次 我要勇敢大声说出来

期待 期待你发现我的爱
无所不在 我自然而然的关怀
你的存在 心灵感应的方向 我一眼就看出来
是因为爱
我猜 你早已发现我的爱
绕几个弯 靠越近越明白
不要走开 幸福的开始就是放手去爱


制作人：林俊杰、许环良
制作协力：冯时泽、蔡政勋
键盘：蔡政勋
吉他：Shah Tahir
和声编写：林俊杰
和声：林俊杰
录音室：The Top（北京）、The Fire（新加坡）
录音师：许环良
混音室：The Fire（新加坡）
混音师：许环良
OP：大潮音乐经纪有限公司/Touch Music Publishing Pte Ltd., Compass
SP：大潮音乐经纪有限公司
SGA150804201
				",林俊杰,林怡凤 / 许环良,林俊杰,蔡政勋,363,92
Cries in a DistanceMV,JJ陆,"
				Cries in a distance 
在远处哭泣 
Can't stop the tremble 
止不住的颤抖 
I'm just awaiting my turn 
我只是在等待我的轮回 

Hiding will never Save me forever 
躲藏不能让我永远安全 
The guns gonna get me for sure 
枪支使我马上确信到这一点 

Dear God I pray why won't you be my friend 
亲爱的上帝 我祈祷为何你不是我的朋友 

Come to me and take my hand 
过来握住我的手 
Like mama would say 
像妈妈说的那样 
Everything will be okay 
一切都会好起来的 

All I hear is 3 2 1 
我听到的全是 3 2 1 
The scream from the guns 
枪支的扫射声 
And then 1by1 
然后，人们一个接一个（冲上前去） 
No one gets to run 
没有人退缩 
Someone's dad or mom 
是谁的爸爸妈妈 
Sister, brother and son 
兄弟姐妹与孩子 
No…no… 
哦，不…… 

All I feel is 1 2 3 
我感觉到的全是 1 2 3 
My tears start to bleed 
我的眼眶开始湿润 
Smell of roses on my feet 
嗅到我足上的玫瑰（血迹） 
I feel sore… 
我感到痛心 
I fall… 
我坠落 
I call… 
呼喊 
I crawl… 
缓缓的前行
				",林俊杰,林俊杰,林俊杰,陈建玮 / 蔡政勋,328,66
爱与希望5.12汶川大地震赈灾歌曲,JJ陆,"
				大地被摇晃着 天空突然黑了
我的心也被震碎了 下一秒瓦解了 泪堆积成了河
但明天是好的 我们要坚定着
爱 让我们不放弃活着 还要继续和大自然拔河

当爱与希望投射炙热的太阳
昨日泪光 会随时间都蒸发
别轻易放弃 明天要许更多愿望
装满了勇气 就更有力量

当爱与希望倒映暖暖的月亮
再回头望 又是筑好的家乡
我知道未来还有好多路要闯
我打开了窗 看见了晴朗


制作人：林俊杰
童声合唱指挥：马庆慧
和声编写：林俊杰
和声：林俊杰
录音室：JFJ Base Camp（台北）、成都优胜音乐制作公司录音室（成都）
录音师：林俊杰、刘党庆
混音室：The Top（北京）、The Fire（新加坡）
混音师：毕晓世、吴剑泓
OP：Linfair Music Publishing Ltd.福茂著作权/Touch Music Publishing Pte Ltd., Compass
SP：大潮音乐经纪有限公司
TWB670805214
				",林俊杰,王雅君,林俊杰,林俊杰,277,130
圣所MVSanctuary,伟大的渺小,"
				希望被蒸发了以后 眼泪是否还舍得流 灵魂是否还能祈求
徘徊在幽谷的念头 宁静是奢侈的奢求 沦陷在时线的破口
这支离破碎的部落 哪里是初衷的圣所
我重温心中的寄托 脉搏如火 依然执着

Just follow me 感受我的力量
Just follow me 我要带你前往圣所的地方
Just follow me 感觉我的释放
Just follow me 我要带你点燃圣所的光芒 我信念里的曙光

细听着破晓的前奏 放手一搏前的守候 枪林弹雨里不停留
因为前进等于自由 我们在逆流中搏斗 坦然失去所以拥有
我乘着雄风来破浪 我奔向命运的宣战
未知是炯炯的目光 圣所呼唤 带你启航

Just follow me
Just follow me 圣所的光芒


制作人：林俊杰
配唱制作：林俊杰
制作协力：周信廷
电吉他：黄冠龙
和声编写：林俊杰
和声：林俊杰
录音室：The JFJ Lab（台北）
录音师：林俊杰、周信廷
混音室：mixHaus（美国·恩西诺）
混音师：Richard Furch
混音助理：Jorel Corpus
OP：Amusic Rights Management Pte Ltd
SP：One Asia Music Inc. 酷亚音乐股份有限公司
ISRC-TWA531756201
				",林俊杰,张思尔,林俊杰,The Swaggernautz,982,379
伟大的渺小MV《Until The Day》国语版 / Little Big Us,伟大的渺小,"
				一朵玫瑰被刺围绕 也许它也渴望拥抱
海豚脸上总有微笑 也许泪被大海洗掉
是不让人知道 你我幸福或难熬
好或糟 藏进外表的孤傲

其实我想要 一种美梦睡不着 一种心脏的狂跳
瓦解界线不被撂倒 奔跑 依靠
我心中最想要 看你看过的浪潮 陪你放肆地年少
从你眼神能找到 解药
宇宙一丝一毫 伟大并非凑巧
我握的手握好 我或许很渺小 也绝不逃 

夜晚星辰高调闪耀 也许是最后的燃烧
候鸟能自由飞得高 也许是流浪的符号
可是谁又知道 你我曾有过煎熬
把客套 捍卫仅有的骄傲

那之前我要 抱你在逆流人潮 懂你每个泪和笑
从你故事中找到 美妙
努力不会徒劳 爱并非凑巧
我们握的手握好 我们就算很渺小 也绝不逃

握的手握好 我有多渺小 也做得到


制作人：林俊杰
配唱制作：马毓芬
制作协力：周信廷
木吉他：黄冠龙
钢琴：吴庆隆
弦乐合奏：国际首席爱乐乐团
弦乐监制：李朋
小提琴：刘志勇、庞阔、杨爽、高言、张浩、刘潇、崔方晗、殷玥、倪冰雪、唐昕、易经明、高学思、崔晓雷、徐航
中提琴：毕芳、米巍、陈欣欣、杨晓宇
大提琴：郎莹、孙艺、王瑶、贺虓
和声编写：林俊杰、马毓芬
和声：林俊杰、JFJ 合唱团
录音室：The JFJ Lab（台北）、Yellow Box Studios（新加坡）、Tweak Tone Labs（北京）
录音师：林俊杰、钟国泰、Xander Toh、李卓
混音室：mixHaus（美国·恩西诺）
混音师：Richard Furch
混音助理：Jorel Corpus
母带处理制作人：林俊杰
母带处理录音室：Lurssen Mastering
母带处理录音师：Gavin Lurssen
OP：Amusic Rights Management Pte Ltd.
SP：One Asia Music Inc. 酷亚音乐股份有限公司
ISRC-TWA531756202
				",林俊杰,小寒,林俊杰,吴庆隆,2453,304
穿越Stay,伟大的渺小,"
				我在沉睡中重生 窗外黎明变黄昏
梦在将醒未醒时 成真

心被烫伤的疤痕 眼角逝去的青春
仿佛就像奇迹般 再生

喔 二零零三年
喔 你最落寞那一天 时间画出曲线
喔 最因缘的际会
喔 不完美的完美 走进你世界

Stay 在忐忑中穿越 以为能解开许多结
抹去那些我曾犯过错的 重写这些我自以为是做对的
喔 只想爱能有结果
Stay 在祈祷中穿越 走出这宿命的原罪
可是伤害同样也轮回 因为爱我你选择离开我
就让整个穿越变成一场误会 不能化解
梦里我没有 梦醒没有我
谁穿越 穿越谁 如果我没有 如果没有我 （谁穿越）

喔 二零一六年
喔 回不去的那一天 时间画出曲线
喔 最因缘的际会
喔 不完美的完美 走出你世界


制作人：林俊杰
配唱制作：林俊杰
制作协力：周信廷
弦乐：国际首席爱乐乐团
弦乐监制：李朋
小提琴：刘志勇、庞阔、杨爽、高言、张浩、刘潇、崔方晗、殷玥、倪冰雪、唐昕、易经明、高学思、崔晓雷、徐航
中提琴：毕芳、米巍、陈欣欣、杨晓宇
大提琴：郎莹、孙艺、王瑶、贺虓
录音室：The JFJ Lab（台北）、Tweak Tone Labs（北京）
录音师：林俊杰、李卓
混音室：mixHaus（美国·恩西诺）
混音师：Richard Furch
混音助理：Jorel Corpus
OP：JFJ Productions Corp.
SP：Amusic Rights Management Pte Ltd administered by One Asia Music Inc. 酷亚音乐股份有限公司
OP：Amusic Rights Management Pte Ltd.
SP：One Asia Music Inc. 酷亚音乐股份有限公司
ISRC-TWA531756203
				",林俊杰,林雨果,林俊杰,吴庆隆,275,141
四点四十四Shadows,伟大的渺小,"
				四点四十四灵魂蒸发 理智掉了漆还在粉刷
意识潜意识到底谁在说话 对白交错没有文法
追寻真理或安于现状 选择墨菲斯哪颗药丸
红蓝的抉择何必挣扎 我色盲只能装傻

想安静却静不下来 夜色精彩 醉人徘徊
它的轮廓记不起来 油门一踩
留下的黑白只为世人难以忘怀

这是什么现象 对 是前所未见乱象
别说我在想像 快 将我从崖上推下

反射的我被镜子拘押 他说他认输想要回家
右脑吵左脑谁是真假 矛与盾争锋没有时差
心里这场雨倾盆而下 撑伞是否算活在当下
哪片草坪被任意践踏 蹲下一看 我在脚下

抓着神智醒不过来 过分期待 是我活该
精疲力竭喊破声带 只能放开
重力加速度 路人只看精彩 我愤世 但我说不出来
我不想这样

还有多久 才过四点四十四 拿起手机 电源剩四十四
抬头红灯 也剩下四十四 几月几号 四月四十四

是不是不是 四不四不四 视不视不视 四不四不四
识不识不识 四不四不四 试不试不试 四不四不四不四不四
是不是不是 四不四不四 视不视不视 四不四不四
识不识不识 四不四不四 试不试不试 是不三不四


制作人：林俊杰
配唱制作：林俊杰
制作协力：周信廷
电吉他：黄冠龙
和声编写：林俊杰
和声：林俊杰
录音室：The JFJ Lab（台北）、216 - Studio（台北）
录音师：林俊杰、周信廷、黄冠龙
混音室：mixHaus（美国·恩西诺）
混音师：Richard Furch
混音助理：Jorel Corpus
OP：Amusic Rights Management Pte Ltd.
SP：One Asia Music Inc. 酷亚音乐股份有限公司
ISRC-TWA531756204
				",林俊杰,张怀秋,林俊杰,林俊杰,244,188
